"species","native_area_km2","threatened_area_km2","ratio"
"Echinopsis oxygona",122557.297645512,22590.4135899372,0.184325323941771
"Echinospartum horridum",76898.6279279423,37852.042305265,0.492232999797268
"Echium hierrense",1216.4265820417,1127.2562428946,0.926694844996374
"Echium italicum",1913800.42431057,25126.7912106249,0.0131292641026959
"Echium pininana",4037.07732202402,3958.90379192592,0.980636107792232
"Echium plantagineum",1564373.83214031,0,0
"Echium simplex",3808.48932882123,3485.0413548581,0.915071844493459
"Edrastima trinervia",9072.26640504388,71.2225268354511,0.00785057709458948
"Elaeagnus angustifolia",1939354.59138334,4888.57509014981,0.00252072267334196
"Elaeagnus conferta",82084.3483475056,62421.8027605723,0.760459259496201
"Elaeis oleifera",281037.441621791,145250.187076308,0.516835714978431
"Elaeocarpus floribundus",9492.88810262822,0,0
"Elaeodendron croceum",68982.3757020608,66353.3633830125,0.961888637607915
"Elatine ambigua",56858.2563201703,0,0
"Elatine hungarica",21379.0723823134,0,0
"Elatine triandra",686369.558496144,226404.207007676,0.329857587949755
"Eleocharis acicularis",3309958.26099093,427665.194029882,0.129205615391007
"Eleocharis acutangula",309802.227253622,0,0
"Eleocharis atropurpurea",247887.278812602,1511.055316835,0.00609573562658425
"Eleocharis dulcis",508993.946493966,0,0
"Eleocharis flavescens",190480.858364042,0,0
"Eleocharis geniculata",693048.894281409,30666.73928644,0.044249027073677
"Eleocharis minuta",2344.22027004912,0,0
"Eleocharis ochrostachys",58754.8204016598,411.567638239311,0.00700483186614736
"Eleocharis palustris",6586503.53028678,5269.04392172968,0.000799975874529025
"Eleocharis parvula",273392.421453777,89874.0417672454,0.328736404942522
"Eleocharis retroflexa",49980.6178788598,11477.4163937909,0.229637345052621
"Elettaria cardamomum",53639.6289226182,13998.7790054423,0.260978296953495
"Eleutherococcus senticosus",350166.469596546,46371.0868096469,0.132425834098492
"Ellisia nyctelea",729752.345594016,65013.1754279746,0.0890893682226593
"Entada gigas",215201.440855855,4773.84915582248,0.0221831653953473
"Enteropogon prieurii",976414.659942481,0,0
"Enydra fluctuans",41671.097409886,0,0
"Ephedra distachya",1335577.97776277,140222.711677046,0.104990284365076
"Ephedra equisetina",167389.87875432,47828.3593983491,0.285730294772166
"Ephedra foeminea",176001.735201122,0,0
"Epimedium alpinum",198476.662199795,92003.9496100237,0.463550467799628
"Epipremnum pinnatum",395121.202845454,482.790165074776,0.0012218786579864
"Equisetum hyemale",5442203.2581302,114016.386251807,0.0209504093919086
"Equisetum ramosissimum",2741424.70790015,204854.538917182,0.0747255754742557
"Equisetum telmateia",2939421.91169417,97917.0997736794,0.0333116860101392
"Equisetum variegatum",3682463.24741975,282994.375111194,0.0768492055717009
"Eranthis hyemalis",576299.788457244,11312.026306607,0.0196287184780847
"Eremogone longifolia",431527.851367055,0,0
"Eremogone procera",39005.2976251321,1816.98961866113,0.0465831497076028
"Eremopyrum orientale",347707.105419008,0,0
"Eremopyrum triticeum",372209.934553982,0,0
"Erica arborea",1230864.29641148,2534.31328925628,0.0020589705109206
"Erica carnea",642112.990966338,75294.1067140704,0.117259902499025
"Erica cinerea",1324902.32824979,148073.365784342,0.111761722073467
"Erica lusitanica",236867.335678584,50419.7567497496,0.212860741669196
"Erica tetralix",1650507.32281417,93196.6581343708,0.0564654617681232
"Erica vagans",668267.772484364,14102.3813522526,0.0211028900882431
"Erinus alpinus",291724.201143749,19234.8279602186,0.0659349751745159
"Eriocaulon decangulare",455380.070399345,30074.6562572218,0.0660429786284847
"Eriocaulon melanocephalum",24955.875746763,0,0
"Eriocaulon truncatum",34591.4084735438,634.763420119442,0.0183503201555069
"Erodium brachycarpum",58764.024606974,0,0
"Erodium ciconium",1124975.63905326,3490.53385713991,0.00310276394969533
"Erodium laciniatum",334260.029487558,36534.234845114,0.109298844079932
"Erodium manescavi",26774.2282764333,6879.14715559795,0.256931668938259
"Erodium moschatum",1342629.97744895,20585.4524172272,0.0153321859060084
"Erucastrum gallicum",756814.763010408,36510.9422425693,0.0482429043764137
"Eryngium aquaticum",121621.196231385,19816.7471603772,0.162938268775746
"Eryngium campestre",3833420.76065598,326519.142321868,0.0851769640507695
"Eryngium divaricatum",22624.287851402,0,0
"Eryngium giganteum",117591.014906143,35650.6429465255,0.303174889467367
"Eryngium maritimum",1221879.31666954,165036.340135559,0.13506762728859
"Eryngium planum",2919117.72810932,200193.215257209,0.0685800416096516
"Erysimum cheiranthoides",4478510.5414704,442.539623073352,9.88140184053369e-05
"Erysimum diffusum",446324.827511448,10258.8807902034,0.0229852344253475
"Erysimum marschallianum",257733.425671081,3508.89422432695,0.0136144321024352
"Erysimum odoratum",623138.290087512,34033.4775157087,0.0546162514117519
"Erysimum quadrangulum",26681.8976430593,0,0
"Erysimum repandum",499897.37962895,34259.9778270107,0.0685340216274794
"Erysimum virgatum",713283.876305211,74254.9759476907,0.104102978371429
"Erythrina fusca",499024.449989242,27911.6213734965,0.055932372399986
"Erythrina variegata",550588.605853755,11038.9893454217,0.0200494329669325
"Erythrina velutina",216179.819477635,0,0
"Erythrophleum suaveolens",507256.023807971,22497.0635724573,0.0443505104258237
"Eschenbachia leucantha",20801.3495813104,0,0
"Eucalyptus pulverulenta",46794.0193388692,46726.9572928249,0.998566867155424
"Eucalyptus raveretiana",56759.2478589123,56234.120754386,0.990748166610107
"Euclidium syriacum",230681.256849362,9243.11330427936,0.0400687660129893
"Eulalia leschenaultiana",6493.61856153518,2361.68575575445,0.363693329593433
"Eulophia graminea",164966.932119883,20296.8941168366,0.123036137339856
"Euphrasia hirtella",806675.321538901,20788.9505117773,0.0257711497509532
"Euphrasia micrantha",991551.352065311,505966.807318894,0.510277966204182
"Euphrasia nemorosa",1765263.55337059,318789.66774064,0.180590409365187
"Euphrasia salisburgensis",352730.515991782,45369.3050585931,0.128623135798237
"Eurybia schreberi",159537.41170543,42452.9536301391,0.266100303222446
"Eurybia sibirica",1054121.75558059,13205.2286599594,0.0125272328268059
"Exallage auricularia",51578.5889866453,12177.4190201814,0.236094458174
"Fagopyrum tataricum",281588.853540883,278072.620549846,0.987512882889995
"Falcaria vulgaris",2449441.59786797,29861.9163013235,0.0121913159012714
"Fallopia dumetorum",3166320.87693307,39074.1076047463,0.0123405394220796
"Fibigia clypeata",214474.685701098,0,0
"Filago arvensis",2800578.15457889,439848.450443574,0.157056302722504
"Filago germanica",1681496.51964258,15204.3278114043,0.00904214051815946
"Filago lutescens",1024356.92206758,303281.056926532,0.296069710071742
"Filago pyramidata",1376428.04647311,108050.397047421,0.0785005778720388
"Filicium decipiens",434140.167014922,410.918128408123,0.000946510273936481
"Filipendula vulgaris",5000865.54456069,564581.423774244,0.112896741322775
"Fimbristylis aestivalis",198622.533316655,0,0
"Fimbristylis alboviridis",40534.994039216,0,0
"Fimbristylis aphylla",9974.57238517403,0,0
"Fimbristylis bisumbellata",288033.478136105,10774.3971560251,0.0374067529432598
"Fimbristylis complanata",248028.104846032,9075.20765270507,0.0365894327110175
"Fimbristylis dichotoma",2915405.99024598,2388.14673625272,0.000819147228290914
"Fimbristylis ferruginea",587123.588461809,6088.35676599396,0.0103698043915161
"Fimbristylis schoenoides",70139.4789225097,411.567638239311,0.00586784567781024
"Fimbristylis squarrosa",140512.588132377,0,0
"Fimbristylis umbellaris",17498.7433521126,0,0
"Fimbristylis velata",214044.921325652,4158.52444635153,0.0194282789827312
"Flacourtia rukam",15700.9181646318,0,0
"Flemingia lineata",133817.029367751,0,0
"Flemingia macrophylla",115160.822090307,6004.42747994879,0.0521394982335245
"Flemingia strobilifera",430599.466852625,411.567638239311,0.000955801550911285
"Flueggea flexuosa",14481.7419279893,11540.3937058751,0.796892650294416
"Forsythia ovata",32751.611329572,27729.9002835824,0.846672855406799
"Fragaria moschata",1757846.11359758,94849.8057524751,0.0539579687998722
"Frankenia laevis",417973.790685703,39088.4886442696,0.0935189945286841
"Frankenia pulverulenta",550818.485938743,20188.3823752672,0.0366516064559103
"Fraxinus excelsior",4306171.36543772,350061.314045739,0.081292936192788
"Fraxinus mandshurica",489486.030242658,38483.4125324786,0.0786200425646485
"Fraxinus ornus",1343387.51142922,64028.5781720691,0.0476620317126141
"Freesia leichtlinii",25216.3541751351,24771.9945976696,0.982378119597335
"Fritillaria meleagris",1484857.35705481,640906.832119156,0.431628552785961
"Fuirena pubescens",194220.04048429,5295.8308735626,0.0272671700631787
"Fuirena scirpoidea",137772.146231756,6672.5806744974,0.0484320006401947
"Fumaria capreolata",1538977.93984345,23451.7448987209,0.0152385192091229
"Fumaria densiflora",725907.604529111,18479.2017991793,0.0254566857873966
"Fumaria officinalis",4076010.37904886,80560.2983723777,0.0197644978497765
"Fumaria parviflora",1190362.37702932,146585.765605353,0.123143816063117
"Fumaria reuteri",336361.67331023,18231.7521967042,0.0542028228640928
"Fumaria rostellata",89652.4186700477,2206.32613486817,0.0246097781587826
"Fumaria schleicheri",681945.55848797,155243.585431453,0.227648062956322
"Fumaria vaillantii",1378907.12970474,86640.3237657708,0.0628326026454898
"Furcraea hexapetala",10040.064535744,1969.23692062006,0.196137874772547
"Gagea fragifera",707137.706874595,7184.01927865025,0.0101592931741713
"Gagea lutea",3457760.99495275,209595.164217971,0.0606158622657594
"Gagea minima",1714764.81011605,52606.908447441,0.0306787893809652
"Gagea pratensis",1212172.05905382,400709.837610571,0.330571748967182
"Gagea villosa",1396703.80527513,450388.766706813,0.322465482664088
"Galanthus alpinus",64168.4117322505,33335.7719277456,0.51950439519748
"Galanthus elwesii",113209.15149434,44710.0863140188,0.394933498960588
"Galanthus nivalis",2044306.53928867,91664.0551601463,0.044838703686797
"Galanthus plicatus",61468.7537936278,17333.6652874332,0.281991487018403
"Galanthus woronowii",31406.7391023823,12584.3332351815,0.400688947494932
"Galatella sedifolia",1212342.48190728,2699.78495341678,0.00222691606844414
"Galax urceolata",313911.551323118,21186.6911329679,0.0674925501902281
"Galega officinalis",1779016.7596247,92094.0129900249,0.0517668046080988
"Galeopsis angustifolia",1387664.37965683,150206.299529273,0.108243968593054
"Galeopsis bifida",5076368.73524679,98802.9559120529,0.0194633134559421
"Galeopsis ladanum",2915227.05116171,66714.5564072926,0.02288485776115
"Galeopsis pubescens",1151260.91786607,103876.45676696,0.0902284227275785
"Galeopsis segetum",762467.671851767,103115.285369969,0.135238894941655
"Galeopsis speciosa",3839546.68912868,78425.434417946,0.0204257014610606
"Galium aristatum",260584.013703774,19404.0845249663,0.0744638331767518
"Galium asperifolium",44805.0095319663,5967.27363035126,0.133183179574906
"Galium divaricatum",624083.37047334,0,0
"Galium glaucum",794508.108041908,268222.889450453,0.337596163884969
"Galium humifusum",743312.152367589,2005.45359115506,0.00269799650761435
"Galium intermedium",436865.5020831,13598.6726659404,0.0311278244702272
"Galium mollugo",5286242.21852802,84147.0714848888,0.0159181263374496
"Galium odoratum",4823013.18874895,34522.6877446761,0.00715790863379973
"Galium parisiense",1314988.5308802,164669.2164417,0.125224830920371
"Galium pumilum",1083153.19541882,130578.159124497,0.120553731158968
"Galium rotundifolium",1083499.48702463,4918.09245925626,0.00453908148379626
"Galium rubioides",1173957.72875659,31400.2786233855,0.0267473673491153
"Galium saxatile",1767248.68245391,44632.9458373337,0.0252556113242414
"Galium spurium",2502045.27279872,109088.457698149,0.0435997137558289
"Galium sylvaticum",1030129.73056034,17868.4004516786,0.0173457768682776
"Galium tricornutum",1429695.25688292,354597.117774685,0.248022867857723
"Galium trifidum",2535879.67768417,30586.2603445475,0.0120614004732589
"Galium uliginosum",4481972.20837442,76111.6592254078,0.0169817338633193
"Galium verum",8637334.26342356,248659.866628014,0.0287889595382468
"Gamochaeta purpurea",613823.341727005,19882.9203095855,0.0323919260770444
"Gaudinia fragilis",1023144.16939872,11201.5192419747,0.0109481337791893
"Gaultheria procumbens",1762623.63969712,77535.8005693094,0.0439888577590124
"Genista aetnensis",22458.7195642048,9046.97913505905,0.402827022671334
"Genista anglica",1113660.25499481,171804.457231663,0.154270080539477
"Genista germanica",1137072.37849164,462178.473540261,0.406463548216124
"Genista linifolia",88079.6919859457,26432.1013883175,0.300093027034372
"Genista monspessulana",367673.836257949,2180.21940593909,0.00592976489197211
"Genista tinctoria",3669499.33123849,312603.313470206,0.0851896363106024
"Gentiana asclepiadea",1206094.92539737,313716.732303511,0.260109486987645
"Gentiana clusii",298996.147498887,99950.9208735996,0.334288323477384
"Gentiana cruciata",2697932.67117982,725495.905809641,0.268908084163708
"Gentiana lutea",1044754.1977515,230832.490361498,0.220944305233032
"Gentiana pannonica",130032.559694051,106252.799147216,0.817124567856044
"Gentiana punctata",359617.931636246,79748.9739323923,0.221760282001339
"Gentiana septemfida",175607.695235103,33709.5321614142,0.191959310873502
"Gentiana verna",952703.487691153,229799.945594084,0.241208254785544
"Geranium bicknellii",603414.029411912,128608.334227544,0.213134478084452
"Geranium bohemicum",376345.084766538,47659.133889012,0.126636791121045
"Geranium columbinum",2501674.18270593,32845.6577048453,0.0131294706288721
"Geranium dissectum",2899889.34829916,93146.1877308987,0.0321206006655153
"Geranium divaricatum",395485.006074773,61531.6971408645,0.155585410813857
"Geranium endressii",276798.042142428,273850.430126596,0.989351037337485
"Geranium lucidum",2513055.31918345,38918.7461267198,0.0154866253160577
"Geranium macrorrhizum",1191972.5507788,533899.626424281,0.447912685636467
"Geranium molle",3102755.17131296,65252.2288368619,0.0210304149809054
"Geranium nepalense",186055.626093274,11971.7011103,0.0643447412028184
"Geranium phaeum",1702076.8336686,333677.899988335,0.196041620088992
"Geranium pratense",5554806.74031139,53837.2103035662,0.00969200420833151
"Geranium purpureum",2154578.24558809,104765.637671373,0.0486246614092113
"Geranium pusillum",3615576.9948121,80828.9007027104,0.0223557404028983
"Geranium reflexum",32158.2895155848,0,0
"Geranium retrorsum",748462.347467643,43777.1040921424,0.0584893872621093
"Geranium robertianum",6309266.34166039,106928.268789634,0.0169478134222329
"Geranium rotundifolium",2241604.53565274,28592.6625639332,0.0127554446420707
"Geranium sanguineum",4228093.14509641,84148.459394189,0.0199022245978146
"Geranium sibiricum",2210010.9258233,0,0
"Geranium solanderi",970119.631442464,49728.3925207487,0.0512600620676111
"Geranium sylvaticum",5062301.76448326,308200.878225251,0.0608815698004346
"Geropogon hybridus",537459.241458844,59657.1287888183,0.110998424042145
"Geum aleppicum",4243412.96491178,44060.3537250554,0.0103832349312651
"Geum montanum",662850.749135818,5096.74564748041,0.00768913010074322
"Geum rivale",6474883.81290492,295532.506680322,0.0456429049879326
"Geum urbanum",5148201.33294438,0,0
"Gillenia stipulata",545197.966116361,48502.4132522154,0.0889629387242865
"Gillenia trifoliata",402641.079603421,172106.40533882,0.427443731047849
"Gisekia pharnaceoides",1237969.26287595,0,0
"Gladiolus communis",911909.491683855,19493.0713409127,0.021376103131593
"Gladiolus imbricatus",566321.446452527,209425.446159747,0.369799603161069
"Gladiolus italicus",1362231.29386609,4674.42616556371,0.00343144823247851
"Gladiolus palustris",431224.863205336,165050.271261424,0.382747576367906
"Glaucium corniculatum",1174356.28866515,59818.8401255902,0.0509375567729824
"Glaucium flavum",1593210.33414177,105830.227802836,0.0664257728781579
"Glebionis segetum",1984085.96631812,384892.500105658,0.193989830400295
"Glechoma hederacea",7593197.58866932,0,0
"Glechoma hirsuta",457171.550771501,20359.7753394814,0.0445342132622277
"Glinus lotoides",1806848.84427362,8609.04386319419,0.00476467297775268
"Globba marantina",32546.7947091521,0,0
"Glochidion puberum",80031.4968983336,17753.9073944915,0.221836502908908
"Gloriosa superba",2945885.44079608,958092.033015992,0.325230580846036
"Glyceria canadensis",721947.12273099,13801.8252547406,0.0191175015734267
"Glyceria declinata",1764153.1681912,126262.733359294,0.0715712987034753
"Glyceria fluitans",3253664.97480271,60481.7145483148,0.0185887960243916
"Glyceria maxima",2973824.48549375,65693.9191251478,0.0220907183479056
"Glyceria notata",2541506.78083957,10977.6524016665,0.00431934806722809
"Glyceria striata",1048877.93637851,1850.26389889806,0.00176404120510583
"Glycine tabacina",758379.262545256,3709.65300476931,0.00489155385435916
"Glycyrrhiza glabra",629045.882906119,864.024111564762,0.00137354704170874
"Glycyrrhiza lepidota",1970636.30617823,629507.998686596,0.319444027653909
"Gmelina elliptica",7250.32445364847,411.567638239311,0.0567654097234509
"Gnaphalium uliginosum",5341830.94210874,74210.5685136587,0.0138923468971415
"Goldbachia laevigata",40937.6146961131,0,0
"Goniolimon tataricum",404566.38579459,21922.9672666792,0.0541888007418641
"Goodyera repens",4662102.95635483,968961.36446165,0.207837830595499
"Gossypium arboreum",41443.2208715532,0,0
"Gouania mauritiana",1296.30546900726,0,0
"Gratiola officinalis",1787700.10221909,430469.645122346,0.240795223196552
"Groenlandia densa",1318669.8892913,388439.675063181,0.294569306706429
"Grona barbata",265485.790860268,0,0
"Grona heterocarpos",390420.541763575,411.567638239311,0.00105416491760452
"Grona heterophylla",73202.2013543064,13473.3342845648,0.18405640862291
"Guaiacum officinale",242509.066209937,178270.073228687,0.735106839570117
"Guilandina bonduc",767883.14132079,80821.0163854255,0.10525171349173
"Guzmania monostachia",422490.862530131,6047.26491459171,0.0143133626094942
"Gymnema sylvestre",448258.204724429,8924.78460588886,0.0199099191310407
"Gypsophila paniculata",1287849.24799808,53941.975365484,0.0418853180598078
"Gypsophila vaccaria",1548742.90468509,40877.5368986583,0.0263940107651179
"Hackelia deflexa",989948.601550956,53845.1232566013,0.0543918372855338
"Halerpestes cymbalaria",1056419.80862443,47580.8454031865,0.0450397133930512
"Halesia carolina",313735.08027252,180433.647848634,0.575114672200202
"Halophila decipiens",133917.080304977,3449.31201422311,0.0257570730064291
"Halophila stipulacea",42092.9781478005,1733.87019836134,0.0411914355946312
"Harpullia arborea",33012.0414234086,5986.69709997412,0.18134889094526
"Hasteola suaveolens",245026.007754725,228649.239893379,0.933163144551826
"Hedera helix",4185920.60342337,80387.3128690768,0.0192042134777553
"Hedlundia mougeotii",334040.949479921,12235.3498862654,0.036628293343421
"Helianthus angustifolius",1159399.75404737,130338.300602846,0.112418775446385
"Helianthus occidentalis",380387.097175521,107384.358577407,0.282302841959586
"Helichrysum arenarium",2369805.73815706,578860.388596809,0.244264911370742
"Helictochloa hookeri",1015424.77252964,8257.76743698099,0.0081323281255086
"Heliotropium curassavicum",3038061.08654891,2032.33211601057,0.000668956962389192
"Heliotropium europaeum",2736807.88213393,85781.5828334562,0.0313436625908031
"Heliotropium supinum",618195.807806089,35360.4972940148,0.0571995100055845
"Heliotropium zeylanicum",271522.963240294,0,0
"Helleborus dumetorum",69020.3828095734,13056.2155148596,0.189164634900411
"Helleborus foetidus",1812747.3077601,36698.6457010101,0.0202447663521047
"Helleborus niger",710654.406289696,450945.553334597,0.634549718320849
"Helleborus orientalis",157198.354175167,32693.7102058273,0.207977433207708
"Helleborus viridis",1379951.13677452,87899.2262003093,0.0636973468537182
"Hellenia speciosa",1179369.99194421,482.790165074776,0.00040936276857349
"Helminthotheca echioides",1708439.08270169,138.337516587112,8.09730460909074e-05
"Helosciadium nodiflorum",1773297.83258291,142109.38240325,0.0801384740860255
"Helosciadium repens",725403.168639415,315286.36812964,0.434636050351143
"Hemarthria altissima",155504.18909907,6433.63101993907,0.0413727183634923
"Hemarthria compressa",29779.7270025175,0,0
"Hepatica nobilis",3169084.19587646,94001.3871542345,0.0296620037033245
"Herissantia crispa",951535.860049434,0,0
"Heritiera littoralis",213256.999526348,14904.6598948362,0.0698906011429403
"Herniaria glabra",3057375.91909455,126572.967857167,0.0413992165852643
"Herniaria hirsuta",1467525.54871842,55834.4741703803,0.0380466794728992
"Herniaria incana",460360.031846252,5592.19447628861,0.0121474369828792
"Hesperis sylvestris",21746.3945020968,9400.1106432473,0.43226065094795
"Hesperis tristis",178920.785118083,16493.8349624917,0.0921851251189522
"Hesperostipa comata",1249529.14303398,142706.016406517,0.114207833568421
"Heteranthera reniformis",819344.954509022,0,0
"Hibiscus diversifolius",277823.769099821,22497.3519397074,0.0809770597116341
"Hibiscus laevis",1484765.91332414,242137.33471767,0.163081151408955
"Hibiscus surattensis",534460.531315626,7460.46715406866,0.0139588738867284
"Hibiscus tiliaceus",1106261.57828801,0,0
"Hibiscus trionum",1339809.24079883,116251.837141112,0.0867674543517854
"Hippeastrum reginae",65473.7653423057,41306.1782125855,0.630881361361016
"Hippeastrum striatum",54902.1941157449,53967.8824917458,0.982982253459135
"Hippeastrum vittatum",11620.0352711816,5951.62891033189,0.512186819698585
"Hippocrepis comosa",1654229.54333909,110806.132486905,0.0669835289383363
"Hippocrepis emerus",1347626.31254216,2660.37783894393,0.00197412132293959
"Hippophae rhamnoides",2758009.84884915,41087.8294250825,0.0148976369472457
"Hippuris vulgaris",5873416.92331517,932152.602577037,0.158707037955496
"Hirschfeldia incana",1204557.16122174,30659.7990374964,0.025453170695859
"Holcus mollis",2389072.39035067,1574.11504672516,0.000658881268346209
"Holosteum umbellatum",2026870.7911863,44016.497194293,0.021716479109421
"Hordeum bulbosum",195114.318416708,0,0
"Hordeum jubatum",5143355.57828407,26559.9892770263,0.00516394188050427
"Hordeum marinum",932852.243090565,56645.3376327022,0.0607227329432523
"Hordeum secalinum",1141810.18440858,273705.646918672,0.239712038529803
"Hornungia procumbens",526560.398606901,7418.78294836961,0.0140891395706878
"Hottonia palustris",1864627.06595084,487415.058711168,0.261400827871507
"Houstonia caerulea",741443.651384263,101612.784800663,0.137047211357132
"Hura crepitans",666838.411465777,0,0
"Hyacinthoides non-scripta",1137352.93902979,35529.7682088852,0.0312389997771436
"Hydnocarpus pentandrus",43066.0728088538,42280.4193437641,0.981757020925107
"Hydrangea hydrangeoides",323229.562605164,1294.96558848749,0.00400633400624107
"Hydrilla verticillata",959225.764520662,50401.2889686161,0.0525437189375353
"Hydrocera triflora",48049.1712916332,10118.6905608723,0.210590324221353
"Hydrocharis laevigata",274319.665259149,0,0
"Hydrocharis morsus-ranae",3715205.70702226,663715.898275153,0.178648492335333
"Hydrocotyle ranunculoides",1793667.04653405,5857.74164500447,0.00326579097069522
"Hydrocotyle umbellata",1062149.20547765,0,0
"Hydrocotyle verticillata",970262.817446049,0,0
"Hydrocotyle vulgaris",1761986.44923066,96405.5961334748,0.0547141529808974
"Hydrolea zeylanica",178284.348950338,7460.46715406866,0.0418458894344495
"Hygrophila costata",251546.752813386,0,0
"Hygrophila erecta",13073.5995529532,12896.5118156864,0.986454553962008
"Hygrophila polysperma",37327.3273803522,0,0
"Hylotelephium maximum",3375665.95255744,6788.64294195022,0.00201105294106695
"Hymenachne amplexicaulis",232585.089623399,0,0
"Hymenaea courbaril",838805.198741342,0,0
"Hyophorbe verschaffeltii",116.486555271512,0,0
"Hyoscyamus niger",5659937.12032061,609524.766920606,0.107691084540897
"Hypecoum pendulum",510744.380337695,74152.0310899777,0.145184232944374
"Hypertelis cerviana",743301.286304261,3302.35931278009,0.00444282738860795
"Hypochaeris glabra",1798286.82769763,537600.189387339,0.298951302488066
"Hypolepis dicksonioides",46238.9615261885,43967.8777313651,0.950883762959576
"Hypolepis tenuifolia",144246.16177554,0,0
"Hyssopus officinalis",1678250.81539693,9691.62014808507,0.00577483416612723
"Iberodes linifolia",368677.519802654,53365.5947585431,0.144748708267075
"Ilex aquifolium",2749398.06835767,241619.576324904,0.0878808998615589
"Illecebrum verticillatum",993710.212282347,285494.50922433,0.287301575142927
"Impatiens flaccida",37555.4927391142,17968.5498989209,0.478453312375439
"Imperata conferta",2127.9190424822,0,0
"Imperata cylindrica",1801803.35480326,28613.6683873605,0.0158805722672687
"Indigastrum parviflorum",228961.018693411,5873.12196402557,0.0256511872524901
"Indigofera diversifolia",1366.32787981335,0,0
"Indigofera kirilowii",153461.174184957,214.310360201572,0.00139651192778753
"Indigofera linifolia",1226537.68635759,0,0
"Indigofera oblongifolia",306705.734414033,1922.40601474129,0.00626791676528019
"Indigofera zollingeriana",2853.09931486722,2288.68094993853,0.802173600481565
"Inula helenium",1248977.41953351,79524.3234322212,0.0636715461692841
"Inula racemosa",0,0,NA
"Ipomoea biflora",619628.680116478,27457.8960681815,0.0443134686132022
"Ipomoea coptica",752189.504270261,0,0
"Ipomoea eriocarpa",1235394.23997,5986.69709997412,0.00484598106926538
"Ipomoea fimbriosepala",16567.9476779827,0,0
"Ipomoea imperati",634425.365687317,15238.0727446635,0.0240187003370445
"Ipomoea littoralis",19314.2934245514,0,0
"Ipomoea mauritiana",307625.02354698,25337.3072674139,0.0823642594977143
"Ipomoea polymorpha",659227.061534351,4555.91396664404,0.00691099354453101
"Ipomoea sagittata",438425.589146642,10343.9815533474,0.0235934712968764
"Ipomoea wightii",58407.8446694475,0,0
"Iris aphylla",595015.85476986,300475.678694477,0.504987684421779
"Iris domestica",447146.833530881,2973.8142336943,0.00665064361568138
"Iris ensata",486861.132803394,116203.401912765,0.238678740370286
"Iris foetidissima",1374950.62138528,25605.4864743988,0.01862284075962
"Iris graminea",974364.134305263,156516.256076126,0.160634254243897
"Iris laevigata",689740.531300951,301492.21504635,0.437109610591815
"Iris lutescens",584655.57979903,9332.38144141916,0.0159621865656821
"Iris pseudacorus",5447630.28426873,230369.219306438,0.0422879687653697
"Iris pumila",842983.292083534,380866.589398711,0.45180799308294
"Iris sanguinea",650661.037752634,263043.788824073,0.404271615421479
"Iris setosa",1020572.88511684,16821.7933666954,0.0164826967402426
"Iris sibirica",2164100.99648681,1029239.6935975,0.475596885389528
"Iris spuria",273999.166836085,57693.1988800478,0.210559760258548
"Iris tuberosa",272401.664491795,6169.26318900637,0.0226476706760072
"Iris variegata",339513.310834827,177630.84171032,0.523192570192742
"Iris xiphium",915593.910712587,338739.882968113,0.369967382924684
"Isachne pulchella",6067.03398342517,0,0
"Isatis tinctoria",551146.35925924,72990.4849320472,0.132433941920888
"Isolepis cernua",1443173.18241553,1492.0936189548,0.00103389782815767
"Isolepis fluitans",1346674.0455124,1657.18241882343,0.00123057426134093
"Isolepis setacea",1947596.72994239,460671.967985028,0.236533549734732
"Isopyrum thalictroides",1166343.9194166,69317.4751841036,0.0594314198669429
"Ixia campanulata",4255.53946578945,4255.53946578945,1
"Jacobaea aquatica",1616977.05715619,32688.3512857878,0.0202157174346539
"Jacobaea erucifolia",3220120.52028796,27560.2450542368,0.00855876197198115
"Jacobaea grandidentata",406914.228982455,0,0
"Jacobaea subalpina",58403.4420771752,25556.7328477398,0.43758949710479
"Jacobaea vulgaris",5432477.75528743,87530.1184426558,0.0161123749393107
"Jasione montana",3348902.56834165,98257.6093433143,0.0293402412695364
"Juncus acutiflorus",1858272.85293454,32936.541743793,0.017724276438619
"Juncus articulatus",5516651.88287162,24683.4286813815,0.00447434951587572
"Juncus bulbosus",2503060.02138709,70559.8304473049,0.0281894280777988
"Juncus capitatus",1202794.15570887,310949.422897913,0.258522558845202
"Juncus castaneus",1167870.16262325,140323.875103449,0.120153660564678
"Juncus compressus",4581132.88194691,6877.79573767543,0.00150133076575427
"Juncus conglomeratus",3313697.12105002,66282.0011132499,0.0200024319338657
"Juncus effusus",7373977.68251225,0,0
"Juncus elliottii",5369.01322213339,0,0
"Juncus filiformis",3634541.82936077,430386.857570547,0.118415711739447
"Juncus foliosus",284825.708958583,34416.5041459886,0.1208335591328
"Juncus fontanesii",250378.35215402,56164.1648779849,0.224317175965099
"Juncus inflexus",2916933.74538216,7405.69251362934,0.00253886209289237
"Juncus maritimus",891436.587303457,6329.08470770799,0.00709987092503471
"Juncus prismatocarpus",684971.860782708,6749.11939411038,0.00985313380085169
"Juncus pygmaeus",755832.943447801,34426.7119659437,0.0455480437368913
"Juncus squarrosus",1607970.01060362,371855.478860801,0.231257720236467
"Juncus subnodulosus",1514940.96476199,350978.540623855,0.231678031545603
"Juncus torreyi",733719.315496328,54413.7759556976,0.0741615694264353
"Juniperus communis",10959046.3715382,252350.313641369,0.0230266672013315
